job_title,country,experience_level,education_level,year,salary,ai_risk_score,primary_skill,skill_demand_score,job_openings,job_survival_class,salary_bucket,ai_risk_category
ML Engineer,Germany,Mid,PhD,2026,4033.87,0.26,Python,93,22552,2,High,Low Risk
Product Manager,Canada,Mid,Bachelor,2027,4010.053,0.42,Strategy,77,34741,1,High,Medium Risk
Data Analyst,India,Entry,Bachelor,2033,698.698,0.73,SQL,72,36674,0,Low,High Risk
Data Scientist,Germany,Senior,PhD,2017,4267.424,0.27,Python,76,4742,2,High,Low Risk
ML Engineer,UK,Senior,Master,2024,5929.093000000001,0.24,Python,79,42732,2,High,Low Risk
Product Manager,Canada,Mid,Master,2030,4766.779,0.45,Strategy,70,48199,2,High,Medium Risk
DevOps Engineer,UK,Senior,PhD,2028,5798.678,0.33,Docker,85,9036,2,High,Medium Risk
ML Engineer,India,Mid,Master,2016,1212.782,0.16,Python,61,38443,1,Medium,Low Risk
Data Analyst,Canada,Senior,Master,2024,3207.074,0.64,SQL,83,13028,1,High,High Risk
Business Analyst,Germany,Entry,PhD,2022,1552.6680000000001,0.72,Excel,99,20631,1,Medium,High Risk
Business Analyst,Australia,Senior,Bachelor,2033,4345.366,0.83,Excel,88,20897,1,High,High Risk
Data Scientist,Canada,Entry,Master,2024,2194.5099999999998,0.34,Python,77,48280,1,High,Medium Risk
Product Manager,Canada,Entry,Bachelor,2028,2884.7789999999995,0.43,Strategy,74,8056,1,High,Medium Risk
Cybersecurity Analyst,USA,Entry,Master,2033,3001.358,0.33,Security,65,35140,1,High,Medium Risk
DevOps Engineer,India,Mid,PhD,2035,1827.996,0.4,Docker,93,44025,1,Medium,Medium Risk
ML Engineer,India,Mid,Bachelor,2023,1535.1190000000006,0.23,Python,69,5858,1,Medium,Low Risk
DevOps Engineer,Germany,Senior,Master,2023,4829.735,0.28,Docker,72,47387,2,High,Low Risk
Business Analyst,USA,Senior,Bachelor,2018,4307.527,0.68,Excel,86,37671,1,High,High Risk
Software Engineer,Canada,Senior,Master,2025,4265.308999999999,0.45,Java,93,21830,2,High,Medium Risk
Cybersecurity Analyst,UK,Entry,Bachelor,2015,1609.475,0.15,Security,97,39847,2,Medium,Low Risk
ML Engineer,USA,Entry,Bachelor,2030,4594.654000000001,0.3,Python,71,37370,2,High,Medium Risk
ML Engineer,USA,Mid,Master,2015,4242.831,0.15,Python,76,15385,2,High,Low Risk
Software Engineer,India,Entry,Bachelor,2015,613.732,0.35,Java,69,6131,1,Low,Medium Risk
Data Analyst,Canada,Senior,Master,2022,3107.7830000000004,0.62,SQL,74,17771,1,High,High Risk
Cybersecurity Analyst,Australia,Senior,Master,2029,5071.055,0.29,Security,60,42209,2,High,Low Risk
Software Engineer,Canada,Entry,PhD,2015,1659.458,0.35,Java,93,43320,1,Medium,Medium Risk
Data Analyst,Canada,Senior,PhD,2033,3879.5,0.73,SQL,92,1891,1,High,High Risk
Data Scientist,USA,Mid,Bachelor,2027,4399.722,0.37,Python,95,21932,2,High,Medium Risk
Data Analyst,USA,Senior,Bachelor,2027,4455.162,0.67,SQL,65,23778,1,High,High Risk
Product Manager,Australia,Senior,Bachelor,2022,6153.74,0.37,Strategy,85,25232,2,High,Medium Risk
ML Engineer,Australia,Mid,Bachelor,2029,4835.149,0.29,Python,72,27315,2,High,Low Risk
Product Manager,Australia,Senior,PhD,2029,6918.582,0.44,Strategy,63,5154,2,High,Medium Risk
Product Manager,USA,Mid,Bachelor,2032,6527.210999999999,0.47,Strategy,69,13523,2,High,Medium Risk
Cloud Engineer,Germany,Senior,Bachelor,2032,6570.582,0.42,AWS,74,41376,2,High,Medium Risk
AI Researcher,UK,Mid,Master,2022,4457.456,0.12,Deep Learning,99,12864,2,High,Low Risk
Data Analyst,USA,Entry,PhD,2033,2446.184,0.73,SQL,67,34684,0,High,High Risk
DevOps Engineer,Germany,Senior,Bachelor,2022,4689.166,0.27,Docker,92,37775,2,High,Low Risk
AI Researcher,USA,Entry,PhD,2022,4068.5449999999996,0.12,Deep Learning,89,22181,2,High,Low Risk
Business Analyst,USA,Entry,PhD,2017,1794.488,0.67,Excel,94,11961,1,Medium,High Risk
Cloud Engineer,USA,Senior,PhD,2032,9152.331,0.42,AWS,86,27104,2,High,Medium Risk
Cloud Engineer,Australia,Mid,Master,2031,4619.716,0.41,AWS,91,5743,2,High,Medium Risk
ML Engineer,Canada,Mid,Bachelor,2015,3362.304,0.15,Python,80,42908,2,High,Low Risk
Software Engineer,Australia,Mid,PhD,2015,2501.7250000000004,0.35,Java,98,9219,1,High,Medium Risk
Data Scientist,Germany,Entry,Master,2022,2013.1899999999998,0.32,Python,91,20276,1,High,Medium Risk
Cybersecurity Analyst,UK,Mid,Bachelor,2029,3325.988,0.29,Security,98,8749,2,High,Low Risk
Cloud Engineer,UK,Senior,PhD,2034,6555.959000000001,0.44,AWS,91,31951,2,High,Medium Risk
Cybersecurity Analyst,Germany,Senior,PhD,2023,4340.292,0.23,Security,99,22383,2,High,Low Risk
AI Researcher,UK,Mid,Bachelor,2016,4105.781,0.06,Deep Learning,64,14181,2,High,Low Risk
Data Scientist,USA,Senior,Bachelor,2023,6329.1449999999995,0.33,Python,73,31868,2,High,Medium Risk
Data Analyst,India,Senior,PhD,2017,984.1039999999999,0.57,SQL,76,49017,1,Low,Medium Risk
DevOps Engineer,India,Entry,PhD,2022,894.6680000000001,0.27,Docker,75,29931,1,Low,Low Risk
DevOps Engineer,UK,Senior,Master,2015,4176.225,0.2,Docker,87,39911,2,High,Low Risk
ML Engineer,UK,Entry,Bachelor,2031,3241.089,0.31,Python,72,23942,1,High,Medium Risk
Cloud Engineer,Canada,Entry,Master,2023,2358.6259999999997,0.33,AWS,98,25265,2,High,Medium Risk
Cloud Engineer,India,Mid,Bachelor,2026,1454.588,0.36,AWS,84,32899,1,Medium,Medium Risk
Software Engineer,UK,Mid,Bachelor,2022,3162.5869999999995,0.42,Java,65,2607,1,High,Medium Risk
Cloud Engineer,UK,Entry,Bachelor,2024,2483.109,0.34,AWS,78,28973,1,High,Medium Risk
Data Scientist,India,Senior,Bachelor,2032,2080.957,0.42,Python,60,30355,1,High,Medium Risk
ML Engineer,Canada,Senior,Master,2018,4810.71,0.18,Python,78,41693,2,High,Low Risk
DevOps Engineer,USA,Senior,Master,2017,5840.352000000001,0.22,Docker,68,5166,2,High,Low Risk
ML Engineer,Australia,Mid,Master,2033,4933.889,0.33,Python,66,34539,2,High,Medium Risk
Data Analyst,Germany,Senior,Master,2018,2391.621,0.58,SQL,71,27245,1,High,Medium Risk
Data Analyst,USA,Mid,PhD,2020,2219.123,0.6,SQL,80,44918,1,High,High Risk
Software Engineer,USA,Mid,Master,2028,4561.481,0.48,Java,61,27807,1,High,Medium Risk
Data Analyst,USA,Entry,Bachelor,2032,2289.138,0.72,SQL,99,48427,1,High,High Risk
Software Engineer,Canada,Entry,Master,2017,1787.3020000000001,0.37,Java,88,36745,1,Medium,Medium Risk
Data Analyst,USA,Senior,PhD,2020,3934.137,0.6,SQL,98,32275,1,High,High Risk
Software Engineer,India,Senior,PhD,2035,2029.854,0.55,Java,95,4372,1,High,Medium Risk
AI Researcher,USA,Mid,Bachelor,2019,4751.112,0.09,Deep Learning,82,26816,2,High,Low Risk
Data Analyst,Australia,Mid,PhD,2026,2176.004,0.66,SQL,93,35247,1,High,High Risk
Data Analyst,UK,Senior,Master,2028,3802.529,0.68,SQL,85,6147,1,High,High Risk
Cloud Engineer,India,Senior,Master,2024,1999.0369999999998,0.34,AWS,90,1079,1,Medium,Medium Risk
AI Researcher,Australia,Entry,Master,2035,3729.427,0.25,Deep Learning,97,3223,2,High,Low Risk
ML Engineer,India,Mid,Master,2022,1555.7930000000001,0.22,Python,68,18507,1,Medium,Low Risk
Cybersecurity Analyst,UK,Entry,Bachelor,2034,2418.011,0.34,Security,95,36391,2,High,Medium Risk
Data Scientist,Germany,Entry,Bachelor,2026,2349.7219999999998,0.36,Python,71,8485,1,High,Medium Risk
Business Analyst,Australia,Senior,PhD,2021,3623.1279999999997,0.71,Excel,95,30784,1,High,High Risk
Cybersecurity Analyst,UK,Entry,Master,2022,1972.993,0.22,Security,98,2949,1,Medium,Low Risk
Cloud Engineer,Canada,Mid,Bachelor,2030,3941.1090000000004,0.4,AWS,77,22614,1,High,Medium Risk
AI Researcher,Canada,Entry,Bachelor,2025,3002.8230000000003,0.15,Deep Learning,98,9697,2,High,Low Risk
Data Scientist,Australia,Senior,Bachelor,2029,5715.36,0.39,Python,75,43354,2,High,Medium Risk
ML Engineer,UK,Mid,Bachelor,2031,5359.8279999999995,0.31,Python,89,47009,2,High,Medium Risk
AI Researcher,UK,Senior,Master,2026,7521.103000000001,0.16,Deep Learning,96,2071,2,High,Low Risk
AI Researcher,India,Entry,Master,2017,974.8130000000001,0.07,Deep Learning,78,26645,1,Low,Low Risk
Product Manager,UK,Mid,PhD,2029,4208.046000000001,0.44,Strategy,96,32835,2,High,Medium Risk
DevOps Engineer,Germany,Senior,Master,2030,6064.8279999999995,0.35,Docker,74,39549,2,High,Medium Risk
Business Analyst,USA,Senior,Bachelor,2033,6002.386,0.83,Excel,96,44167,1,High,High Risk
Data Analyst,Australia,Entry,Master,2015,1156.283,0.55,SQL,78,10883,0,Medium,Medium Risk
Data Analyst,UK,Entry,PhD,2024,1354.2069999999999,0.64,SQL,69,11707,0,Medium,High Risk
DevOps Engineer,Canada,Mid,Master,2019,3109.067,0.24,Docker,73,12093,1,High,Low Risk
ML Engineer,India,Mid,Master,2021,1363.9340000000002,0.21,Python,70,6830,1,Medium,Low Risk
Cybersecurity Analyst,USA,Mid,PhD,2028,4510.644,0.28,Security,66,48287,2,High,Low Risk
AI Researcher,Canada,Entry,Bachelor,2019,2519.036,0.09,Deep Learning,97,19506,2,High,Low Risk
Data Scientist,Germany,Senior,Master,2023,4553.197,0.33,Python,75,47770,2,High,Medium Risk
Product Manager,Australia,Mid,Bachelor,2026,4222.3730000000005,0.41,Strategy,70,49470,2,High,Medium Risk
Cybersecurity Analyst,Canada,Entry,Bachelor,2027,2169.38,0.27,Security,71,30946,1,High,Low Risk
Cybersecurity Analyst,Germany,Senior,Bachelor,2018,3196.189,0.18,Security,61,20195,1,High,Low Risk
Data Scientist,Australia,Senior,PhD,2030,5755.539,0.4,Python,83,19268,2,High,Medium Risk
Software Engineer,Canada,Senior,Bachelor,2031,4813.737,0.51,Java,93,15161,1,High,Medium Risk
ML Engineer,UK,Entry,Bachelor,2028,3577.785,0.28,Python,61,49448,2,High,Low Risk
Software Engineer,Germany,Entry,Master,2033,2379.546,0.53,Java,70,44030,1,High,Medium Risk
Cybersecurity Analyst,Canada,Senior,Bachelor,2017,3801.259,0.17,Security,62,36133,2,High,Low Risk
DevOps Engineer,Canada,Mid,PhD,2028,4153.362,0.33,Docker,90,18238,2,High,Medium Risk
DevOps Engineer,USA,Mid,Master,2023,4243.639999999999,0.28,Docker,79,49245,2,High,Low Risk
Data Analyst,Germany,Entry,Bachelor,2016,1121.173,0.56,SQL,94,1131,1,Medium,Medium Risk
ML Engineer,USA,Entry,Master,2024,3628.757,0.24,Python,69,34061,2,High,Low Risk
Software Engineer,Australia,Senior,Master,2017,3917.885,0.37,Java,67,11488,1,High,Medium Risk
ML Engineer,India,Entry,Bachelor,2027,1235.828,0.27,Python,78,7846,1,Medium,Low Risk
Data Analyst,Germany,Senior,PhD,2031,3492.1769999999997,0.71,SQL,90,31996,1,High,High Risk
AI Researcher,USA,Entry,Master,2019,3698.281,0.09,Deep Learning,61,45200,2,High,Low Risk
Data Scientist,Australia,Senior,PhD,2031,6456.433999999999,0.41,Python,80,9444,2,High,Medium Risk
AI Researcher,USA,Entry,Bachelor,2020,3843.486,0.1,Deep Learning,79,1999,2,High,Low Risk
Data Analyst,Australia,Entry,Bachelor,2034,1753.562,0.74,SQL,98,44130,1,Medium,High Risk
Business Analyst,Canada,Senior,PhD,2034,4589.176000000001,0.84,Excel,95,27521,1,High,High Risk
Data Analyst,USA,Entry,Master,2016,1500.1499999999999,0.56,SQL,67,35621,1,Medium,Medium Risk
Data Analyst,India,Mid,Master,2018,653.6400000000001,0.58,SQL,83,7895,0,Low,Medium Risk
Software Engineer,USA,Senior,Master,2018,5533.712,0.38,Java,67,13552,1,High,Medium Risk
Product Manager,UK,Senior,PhD,2028,6203.973,0.43,Strategy,80,34630,2,High,Medium Risk
Data Analyst,Australia,Entry,PhD,2027,1591.908,0.67,SQL,83,18603,0,Medium,High Risk
ML Engineer,Germany,Senior,PhD,2034,7556.617,0.34,Python,75,3922,2,High,Medium Risk
Data Analyst,Australia,Senior,Master,2018,2708.4840000000004,0.58,SQL,64,46724,1,High,Medium Risk
Product Manager,Australia,Mid,PhD,2029,4060.272,0.44,Strategy,65,7959,1,High,Medium Risk
DevOps Engineer,Germany,Mid,Bachelor,2035,4193.919,0.4,Docker,79,27401,1,High,Medium Risk
Data Scientist,USA,Entry,Master,2025,2984.5159999999996,0.35,Python,61,10963,1,High,Medium Risk
Software Engineer,Germany,Senior,Bachelor,2018,3783.818,0.38,Java,93,16437,2,High,Medium Risk
Data Analyst,UK,Entry,PhD,2031,1903.471,0.71,SQL,91,4236,0,Medium,High Risk
Business Analyst,Canada,Senior,Bachelor,2030,3563.773,0.8,Excel,68,14155,0,High,High Risk
ML Engineer,UK,Senior,Bachelor,2022,6167.8589999999995,0.22,Python,88,22305,2,High,Low Risk
Business Analyst,USA,Mid,Bachelor,2028,3202.3959999999997,0.78,Excel,86,25030,1,High,High Risk
Data Analyst,Canada,Senior,PhD,2018,2689.763,0.58,SQL,63,28881,1,High,Medium Risk
Product Manager,UK,Entry,Bachelor,2021,2644.42,0.36,Strategy,93,46977,2,High,Medium Risk
Product Manager,Canada,Senior,Master,2023,5322.158,0.38,Strategy,96,32239,2,High,Medium Risk
Business Analyst,UK,Entry,PhD,2021,1702.4900000000002,0.71,Excel,66,25966,0,Medium,High Risk
Business Analyst,Germany,Entry,Bachelor,2029,1878.6699999999998,0.79,Excel,73,12152,0,Medium,High Risk
AI Researcher,Canada,Entry,Bachelor,2020,2883.177,0.1,Deep Learning,81,26433,2,High,Low Risk
Cybersecurity Analyst,Canada,Entry,PhD,2032,2276.759,0.32,Security,73,49648,1,High,Medium Risk
Cloud Engineer,Germany,Mid,PhD,2016,3050.772,0.26,AWS,61,38968,1,High,Low Risk
Data Analyst,India,Senior,Master,2024,1222.9,0.64,SQL,78,34062,0,Medium,High Risk
Software Engineer,India,Entry,Master,2020,726.28,0.4,Java,64,45593,1,Low,Medium Risk
ML Engineer,USA,Mid,PhD,2016,4048.577,0.16,Python,83,22404,2,High,Low Risk
AI Researcher,Canada,Senior,Master,2032,7604.653,0.22,Deep Learning,67,45185,2,High,Low Risk
Cloud Engineer,UK,Mid,Master,2030,4790.349,0.4,AWS,60,47235,2,High,Medium Risk
Data Analyst,UK,Mid,PhD,2026,2173.426,0.66,SQL,73,17489,0,High,High Risk
Data Scientist,UK,Senior,PhD,2018,4552.925,0.28,Python,90,34149,2,High,Low Risk
Software Engineer,Canada,Mid,PhD,2019,2511.63,0.39,Java,90,2316,1,High,Medium Risk
Data Scientist,Germany,Entry,PhD,2018,1766.016,0.28,Python,64,48579,1,Medium,Low Risk
AI Researcher,Germany,Entry,Master,2017,2528.053,0.07,Deep Learning,65,24102,2,High,Low Risk
Data Analyst,UK,Entry,Bachelor,2021,1322.7510000000002,0.61,SQL,74,32957,0,Medium,High Risk
Cloud Engineer,USA,Senior,PhD,2023,7844.3679999999995,0.33,AWS,99,9349,2,High,Medium Risk
ML Engineer,Germany,Entry,PhD,2018,2249.168,0.18,Python,89,11760,2,High,Low Risk
Product Manager,Canada,Entry,PhD,2019,2198.51,0.34,Strategy,97,26223,1,High,Medium Risk
Cybersecurity Analyst,Canada,Mid,PhD,2017,2208.362,0.17,Security,77,28482,2,High,Low Risk
Software Engineer,USA,Entry,Master,2018,2203.8050000000003,0.38,Java,91,17628,1,High,Medium Risk
AI Researcher,Canada,Entry,Bachelor,2025,2904.5789999999997,0.15,Deep Learning,95,31819,2,High,Low Risk
Software Engineer,USA,Entry,Bachelor,2026,2938.9080000000004,0.46,Java,91,11654,1,High,Medium Risk
Data Scientist,UK,Mid,PhD,2026,3514.8320000000003,0.36,Python,73,28768,1,High,Medium Risk
DevOps Engineer,UK,Senior,Master,2027,5805.947,0.32,Docker,94,36408,2,High,Medium Risk
Software Engineer,India,Senior,PhD,2025,1833.627,0.45,Java,63,21526,1,Medium,Medium Risk
Software Engineer,Germany,Senior,Bachelor,2017,3517.267,0.37,Java,83,2217,1,High,Medium Risk
Data Analyst,Germany,Entry,Bachelor,2023,1342.833,0.63,SQL,82,35270,1,Medium,High Risk
Business Analyst,UK,Mid,Bachelor,2030,2931.1380000000004,0.8,Excel,92,39598,1,High,High Risk
DevOps Engineer,Canada,Mid,Bachelor,2025,3261.483,0.3,Docker,97,6811,2,High,Medium Risk
Business Analyst,India,Senior,Master,2025,1351.208,0.75,Excel,72,14527,0,Medium,High Risk
Data Scientist,India,Senior,Bachelor,2029,1972.687,0.39,Python,77,42057,1,Medium,Medium Risk
Business Analyst,Germany,Entry,Bachelor,2022,1416.1129999999998,0.72,Excel,97,6376,0,Medium,High Risk
Product Manager,Germany,Senior,Master,2031,6150.441000000001,0.46,Strategy,90,23449,2,High,Medium Risk
Data Scientist,Germany,Mid,Master,2019,2703.7380000000003,0.29,Python,60,46874,1,High,Low Risk
AI Researcher,Australia,Entry,PhD,2034,3613.656,0.24,Deep Learning,98,49910,2,High,Low Risk
Business Analyst,India,Entry,PhD,2027,601.58,0.77,Excel,82,4892,0,Low,High Risk
Data Analyst,India,Mid,Master,2028,759.914,0.68,SQL,76,44352,0,Low,High Risk
Cloud Engineer,Germany,Mid,Master,2029,4131.952,0.39,AWS,65,39596,1,High,Medium Risk
ML Engineer,USA,Mid,Bachelor,2029,5950.109,0.29,Python,89,23340,2,High,Low Risk
Data Scientist,USA,Mid,Bachelor,2016,3754.942,0.26,Python,72,16344,1,High,Low Risk
DevOps Engineer,UK,Entry,Master,2027,2974.768,0.32,Docker,62,23298,1,High,Medium Risk
Cybersecurity Analyst,Australia,Mid,PhD,2035,3498.089,0.35,Security,72,16376,1,High,Medium Risk
Software Engineer,UK,Senior,PhD,2016,3587.654,0.36,Java,79,44442,2,High,Medium Risk
Software Engineer,USA,Mid,Master,2024,3766.3900000000003,0.44,Java,94,28106,2,High,Medium Risk
Software Engineer,Canada,Entry,Bachelor,2029,2193.7,0.49,Java,83,1693,1,High,Medium Risk
Cybersecurity Analyst,USA,Mid,PhD,2025,3710.4950000000003,0.25,Security,98,47624,2,High,Low Risk
Business Analyst,Australia,Entry,Master,2016,1449.721,0.66,Excel,84,6530,0,Medium,High Risk
ML Engineer,Canada,Entry,Master,2023,2839.023,0.23,Python,69,5318,1,High,Low Risk
AI Researcher,Australia,Senior,Master,2019,5605.302,0.09,Deep Learning,79,28192,2,High,Low Risk
Business Analyst,India,Senior,PhD,2024,1403.4209999999998,0.74,Excel,74,48372,0,Medium,High Risk
Data Analyst,UK,Mid,Master,2023,2276.889,0.63,SQL,73,29273,1,High,High Risk
ML Engineer,USA,Mid,PhD,2027,6064.446,0.27,Python,94,14679,2,High,Low Risk
Software Engineer,India,Mid,Bachelor,2021,1160.958,0.41,Java,74,48229,1,Medium,Medium Risk
Cloud Engineer,India,Senior,PhD,2027,2194.176,0.37,AWS,90,26933,1,High,Medium Risk
Business Analyst,UK,Senior,Bachelor,2026,3755.342,0.76,Excel,97,45585,1,High,High Risk
Product Manager,India,Entry,PhD,2028,1068.158,0.43,Strategy,62,45097,1,Medium,Medium Risk
DevOps Engineer,UK,Senior,Bachelor,2028,5900.035,0.33,Docker,89,28240,2,High,Medium Risk
Data Analyst,Germany,Senior,PhD,2027,3114.492,0.67,SQL,87,18923,1,High,High Risk
Product Manager,Australia,Entry,Bachelor,2016,2233.484,0.31,Strategy,77,42887,1,High,Medium Risk
Cloud Engineer,Germany,Entry,Master,2015,1800.0720000000001,0.25,AWS,68,37892,1,Medium,Low Risk
Cloud Engineer,USA,Senior,PhD,2034,9870.01,0.44,AWS,80,28199,2,High,Medium Risk
ML Engineer,UK,Entry,PhD,2028,2980.9360000000006,0.28,Python,61,16034,1,High,Low Risk
Data Scientist,Germany,Senior,Master,2028,4768.519,0.38,Python,87,13643,2,High,Medium Risk
Cybersecurity Analyst,USA,Mid,Bachelor,2035,4663.523999999999,0.35,Security,92,43427,2,High,Medium Risk
Cloud Engineer,UK,Mid,Bachelor,2030,4518.962,0.4,AWS,60,5905,1,High,Medium Risk
DevOps Engineer,Canada,Mid,Master,2025,3276.161,0.3,Docker,86,32192,2,High,Medium Risk
Cloud Engineer,Germany,Entry,Master,2017,2144.305,0.27,AWS,83,8288,1,High,Low Risk
Product Manager,Australia,Entry,Bachelor,2031,2913.181,0.46,Strategy,71,16586,1,High,Medium Risk
Cybersecurity Analyst,India,Entry,Master,2021,769.557,0.21,Security,91,48878,2,Low,Low Risk
AI Researcher,Australia,Entry,Master,2021,2856.514,0.11,Deep Learning,64,46113,2,High,Low Risk
ML Engineer,USA,Senior,Bachelor,2020,6701.6449999999995,0.2,Python,66,47806,2,High,Low Risk
ML Engineer,UK,Entry,Bachelor,2017,2343.904,0.17,Python,80,46562,2,High,Low Risk
Business Analyst,Germany,Senior,Master,2028,3400.8489999999993,0.78,Excel,79,28424,1,High,High Risk
Product Manager,USA,Mid,Bachelor,2028,5351.8099999999995,0.43,Strategy,93,40741,2,High,Medium Risk
ML Engineer,USA,Mid,Bachelor,2034,6608.249000000001,0.34,Python,78,15762,2,High,Medium Risk
DevOps Engineer,Germany,Entry,Master,2023,2393.797,0.28,Docker,88,6111,1,High,Low Risk
DevOps Engineer,UK,Senior,PhD,2022,5691.378999999999,0.27,Docker,99,49348,2,High,Low Risk
Data Analyst,Germany,Entry,Bachelor,2028,1546.705,0.68,SQL,71,10343,0,Medium,High Risk
Product Manager,USA,Entry,PhD,2020,3214.2470000000003,0.35,Strategy,81,29775,1,High,Medium Risk
ML Engineer,USA,Entry,PhD,2028,3930.701,0.28,Python,60,45789,2,High,Low Risk
Product Manager,Canada,Entry,Bachelor,2023,2793.713,0.38,Strategy,60,23538,1,High,Medium Risk
ML Engineer,Australia,Mid,Master,2030,4553.276,0.3,Python,99,19402,2,High,Medium Risk
Data Scientist,USA,Mid,PhD,2015,3489.9260000000004,0.25,Python,65,35206,2,High,Low Risk
Data Scientist,UK,Mid,Bachelor,2021,3041.991,0.31,Python,64,16029,1,High,Medium Risk
Data Scientist,UK,Entry,Master,2016,1876.529,0.26,Python,76,5517,1,Medium,Low Risk
Cloud Engineer,Australia,Entry,Bachelor,2024,2396.6730000000002,0.34,AWS,79,28725,1,High,Medium Risk
Product Manager,India,Entry,Bachelor,2028,1105.552,0.43,Strategy,88,3416,1,Medium,Medium Risk
Business Analyst,India,Mid,Master,2027,986.9119999999999,0.77,Excel,84,12683,0,Low,High Risk
Product Manager,India,Entry,Master,2020,935.5530000000001,0.35,Strategy,92,48618,1,Low,Medium Risk
Product Manager,Germany,Mid,Master,2022,3546.0559999999996,0.37,Strategy,77,48080,2,High,Medium Risk
DevOps Engineer,USA,Senior,Bachelor,2033,8073.075999999999,0.38,Docker,64,29380,2,High,Medium Risk
Data Analyst,Australia,Mid,Master,2023,2015.122,0.63,SQL,99,5930,1,High,High Risk
Data Analyst,India,Mid,PhD,2034,1021.476,0.74,SQL,78,23951,0,Medium,High Risk
DevOps Engineer,Germany,Entry,PhD,2034,2624.039,0.39,Docker,60,8770,1,High,Medium Risk
Software Engineer,Australia,Senior,Bachelor,2019,3787.8109999999997,0.39,Java,94,12240,2,High,Medium Risk
Business Analyst,Australia,Entry,Master,2020,1596.478,0.7,Excel,63,7544,0,Medium,High Risk
DevOps Engineer,USA,Entry,PhD,2018,2936.652,0.23,Docker,80,15388,1,High,Low Risk
AI Researcher,India,Mid,PhD,2016,1324.7620000000002,0.06,Deep Learning,81,23666,2,Medium,Low Risk
Cybersecurity Analyst,Canada,Mid,Bachelor,2019,2397.6820000000002,0.19,Security,74,39769,2,High,Low Risk
AI Researcher,Australia,Mid,Master,2027,4893.969,0.17,Deep Learning,97,38855,2,High,Low Risk
Cloud Engineer,India,Mid,Bachelor,2032,1815.3909999999998,0.42,AWS,90,42252,1,Medium,Medium Risk
Cybersecurity Analyst,Germany,Entry,PhD,2030,1967.8729999999998,0.3,Security,90,18221,1,Medium,Medium Risk
Cybersecurity Analyst,Canada,Senior,PhD,2033,4619.134,0.33,Security,82,9463,2,High,Medium Risk
Cloud Engineer,USA,Mid,PhD,2015,3627.072,0.25,AWS,61,26381,1,High,Low Risk
DevOps Engineer,Canada,Mid,Master,2015,2626.1400000000003,0.2,Docker,93,34650,2,High,Low Risk
AI Researcher,Australia,Mid,Master,2028,4719.764,0.18,Deep Learning,84,36939,2,High,Low Risk
Data Analyst,India,Entry,PhD,2015,414.065,0.55,SQL,77,24116,0,Low,Medium Risk
Data Scientist,Canada,Entry,PhD,2016,1743.6529999999998,0.26,Python,86,23369,1,Medium,Low Risk
ML Engineer,India,Entry,Master,2024,980.068,0.24,Python,72,41733,1,Low,Low Risk
Software Engineer,Canada,Entry,Master,2023,1924.9850000000001,0.43,Java,73,6063,1,Medium,Medium Risk
DevOps Engineer,Canada,Entry,PhD,2022,2240.37,0.27,Docker,75,2258,1,High,Low Risk
ML Engineer,India,Mid,Bachelor,2022,1510.922,0.22,Python,86,42504,2,Medium,Low Risk
Software Engineer,India,Entry,Bachelor,2022,806.071,0.42,Java,88,46472,1,Low,Medium Risk
Cloud Engineer,USA,Entry,Bachelor,2026,3883.411,0.36,AWS,78,16828,1,High,Medium Risk
Cloud Engineer,Germany,Entry,Bachelor,2034,2922.813,0.44,AWS,84,46097,1,High,Medium Risk
Software Engineer,Germany,Mid,Master,2016,2320.511,0.36,Java,70,29704,1,High,Medium Risk
Software Engineer,UK,Senior,PhD,2032,6031.396,0.52,Java,85,38479,2,High,Medium Risk
DevOps Engineer,Germany,Senior,Bachelor,2034,6286.375,0.39,Docker,91,43912,2,High,Medium Risk
Software Engineer,India,Entry,Bachelor,2024,755.738,0.44,Java,74,6938,0,Low,Medium Risk
Software Engineer,UK,Entry,PhD,2028,2542.965,0.48,Java,64,34348,1,High,Medium Risk
ML Engineer,USA,Senior,Bachelor,2026,7586.322,0.26,Python,94,38242,2,High,Low Risk
Product Manager,Australia,Senior,PhD,2035,7210.714,0.5,Strategy,63,47225,2,High,Medium Risk
Software Engineer,USA,Entry,Master,2023,2892.626,0.43,Java,85,3773,1,High,Medium Risk
Data Scientist,India,Senior,Bachelor,2029,2176.172,0.39,Python,73,45542,1,High,Medium Risk
Cloud Engineer,Canada,Mid,Master,2034,4130.615,0.44,AWS,83,31511,2,High,Medium Risk
Product Manager,Canada,Entry,Bachelor,2018,2435.1679999999997,0.33,Strategy,90,27401,1,High,Medium Risk
ML Engineer,India,Mid,Master,2021,1470.078,0.21,Python,66,14394,1,Medium,Low Risk
Data Scientist,UK,Mid,Master,2033,4606.601000000001,0.43,Python,67,28341,1,High,Medium Risk
Cloud Engineer,Germany,Entry,Bachelor,2015,1986.495,0.25,AWS,72,14570,1,Medium,Low Risk
AI Researcher,India,Senior,Master,2035,2827.2799999999997,0.25,Deep Learning,97,7066,2,High,Low Risk
Data Scientist,Canada,Entry,Master,2025,2256.0150000000003,0.35,Python,62,28839,1,High,Medium Risk
Product Manager,USA,Senior,Bachelor,2020,6286.587,0.35,Strategy,85,11249,2,High,Medium Risk
AI Researcher,UK,Entry,PhD,2022,2951.7430000000004,0.12,Deep Learning,62,10622,1,High,Low Risk
